specialization,sub_specialization,years_of_experience,location,area,hourly_rate,success_rate,cases_handled,court_experience,languages_spoken,case_type,case_subtype,case_urgency,case_complexity,label_lawyer_id,match_score
Immigration Law,Deportation,1,Islamabad,F-8,3373,85%,222,"District Court, Session Court, Special Tribunals","Urdu (Native), English (Fluent), Pashto (Conversational)",Immigration Law,Visas,Medium,Moderate,161,0.52
Immigration Law,Deportation,1,Islamabad,F-8,3373,85%,222,"District Court, Session Court, Special Tribunals","Urdu (Native), English (Fluent), Pashto (Conversational)",Immigration Law,Citizenship,Medium,Moderate,161,0.66
Immigration Law,Deportation,1,Islamabad,F-8,3373,85%,222,"District Court, Session Court, Special Tribunals","Urdu (Native), English (Fluent), Pashto (Conversational)",Immigration Law,Visas,Medium,Moderate,161,0.55
Immigration Law,Deportation,1,Islamabad,F-8,3373,85%,222,"District Court, Session Court, Special Tribunals","Urdu (Native), English (Fluent), Pashto (Conversational)",Immigration Law,Deportation,Low,Complex,161,0.64
Immigration Law,Deportation,1,Islamabad,F-8,3373,85%,222,"District Court, Session Court, Special Tribunals","Urdu (Native), English (Fluent), Pashto (Conversational)",Immigration Law,Visas,Medium,Moderate,161,0.72
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Rental Issues,Medium,Simple,162,0.86
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,High,Simple,162,0.85
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Rental Issues,Medium,Complex,162,0.84
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,High,Complex,162,0.83
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Complex,162,0.77
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Rental Issues,Medium,Complex,162,0.83
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,High,Moderate,162,0.89
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Rental Issues,Medium,Complex,162,0.69
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Complex,162,0.86
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Rental Issues,High,Moderate,162,0.82
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,Medium,Moderate,162,0.76
Property Law,Land Disputes,8,Islamabad,F-8,13531,95%,118,High Court,"Pashto (Conversational), English (Fluent)",Property Law,Land Disputes,High,Moderate,162,0.87
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,164,0.88
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,164,0.83
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,164,0.89
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,High,Complex,164,0.74
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Simple,164,0.74
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,164,0.74
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,High,Moderate,164,0.77
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,High,Moderate,164,0.72
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,164,0.84
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Complex,164,0.97
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,164,0.98
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Low,Complex,164,0.78
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,164,0.8
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,164,0.76
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,164,0.82
Property Law,Land Disputes,24,Peshawar,Hayatabad,4221,65%,226,"High Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Moderate,164,0.94
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Citizenship,High,Moderate,165,0.87
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Deportation,Medium,Complex,165,0.72
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Citizenship,Medium,Complex,165,0.94
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Citizenship,Low,Complex,165,0.88
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Deportation,Low,Simple,165,0.83
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Deportation,Medium,Simple,165,0.99
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Visas,Low,Moderate,165,0.76
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Citizenship,Low,Complex,165,0.74
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Visas,Low,Simple,165,0.84
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Citizenship,Medium,Moderate,165,0.76
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Deportation,Medium,Simple,165,0.89
Immigration Law,Visas,16,Islamabad,F-8,13347,69%,72,"Session Court, Special Tribunals, High Court","Urdu (Native), Sindhi (Basic)",Immigration Law,Citizenship,High,Complex,165,0.8
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Simple,166,0.79
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Moderate,166,0.7
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,166,0.83
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,High,Complex,166,0.91
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,Low,Complex,166,0.95
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,High,Complex,166,0.83
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,166,0.98
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,166,0.97
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,166,0.97
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Simple,166,0.8
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,High,Moderate,166,0.86
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Moderate,166,0.84
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Simple,166,0.81
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,166,0.71
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,166,0.81
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,High,Complex,166,0.77
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,166,0.78
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,166,0.82
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,166,0.98
Property Law,Land Disputes,22,Karachi,Defence,19102,63%,393,District Court,"Sindhi (Basic), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Simple,166,0.84
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Citizenship,Low,Simple,168,0.56
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Low,Complex,168,0.6
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Low,Moderate,168,0.57
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Deportation,Medium,Complex,168,0.58
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Medium,Moderate,168,0.55
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Low,Moderate,168,0.72
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Low,Moderate,168,0.63
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Citizenship,Low,Complex,168,0.64
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,High,Moderate,168,0.54
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Citizenship,Low,Moderate,168,0.54
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Low,Moderate,168,0.68
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Citizenship,Low,Simple,168,0.57
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Citizenship,Medium,Complex,168,0.55
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Visas,Medium,Complex,168,0.59
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Deportation,Medium,Simple,168,0.62
Immigration Law,Deportation,1,Peshawar,University Town,9569,89%,327,"Special Tribunals, Session Court, High Court","English (Fluent), Urdu (Native), Pashto (Conversational), Punjabi (Conversational)",Immigration Law,Deportation,Low,Complex,168,0.62
Criminal Law,Drug Offenses,23,Islamabad,F-8,12437,68%,429,"District Court, Session Court","Pashto (Conversational), Urdu (Native), Punjabi (Conversational)",Criminal Law,White Collar Crimes,High,Complex,169,0.76
Criminal Law,Drug Offenses,23,Islamabad,F-8,12437,68%,429,"District Court, Session Court","Pashto (Conversational), Urdu (Native), Punjabi (Conversational)",Criminal Law,Violent Crimes,Medium,Moderate,169,0.98
Criminal Law,Drug Offenses,23,Islamabad,F-8,12437,68%,429,"District Court, Session Court","Pashto (Conversational), Urdu (Native), Punjabi (Conversational)",Criminal Law,Violent Crimes,High,Moderate,169,0.97
Criminal Law,Drug Offenses,23,Islamabad,F-8,12437,68%,429,"District Court, Session Court","Pashto (Conversational), Urdu (Native), Punjabi (Conversational)",Criminal Law,Violent Crimes,Medium,Simple,169,0.78
Criminal Law,Drug Offenses,23,Islamabad,F-8,12437,68%,429,"District Court, Session Court","Pashto (Conversational), Urdu (Native), Punjabi (Conversational)",Criminal Law,White Collar Crimes,Medium,Simple,169,0.78
Criminal Law,Drug Offenses,23,Islamabad,F-8,12437,68%,429,"District Court, Session Court","Pashto (Conversational), Urdu (Native), Punjabi (Conversational)",Criminal Law,White Collar Crimes,High,Moderate,169,0.99
